modelo,titulo,precio,moneda,año,km,ubicacion
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9300000.0,$,2012,152.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,7000000.0,$,2006,150.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,8500000.0,$,2011,164.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 701,7200000.0,$,2010,230.000 Km,Lanús - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,9400000.0,$,2013,119.000 Km,Avellaneda - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 601,6000.0,US$,2009,150.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 I Power 701,7500000.0,$,2011,170.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol Trend Msi,15000000.0,$,2017,58.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,7000.0,US$,2014,126.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,9700000.0,$,2014,102.000 Km,Tigre - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv,9500000.0,$,2012,120.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,9400000.0,$,2012,91.600 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 I Power 601,6750000.0,$,2007,172.000 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Comfortline 60a,6000000.0,$,2006,252.249 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol Gol Trend Trendline 1.6 Gas101 Cv Mq,16900000.0,$,2021,72.200 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9000000.0,$,2012,130.000 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8500.0,US$,2012,213.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,11000000.0,$,2012,134.000 Km,San Miguel - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,6000.0,US$,2013,115.000 Km,Lanús - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9000000.0,$,2014,165.000 Km,La Plata - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Look 70l,9000000.0,$,2007,160.000 Km,Moreno - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,8500000.0,$,2014,170.000 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv,8500000.0,$,2014,180.000 Km,San Miguel - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601,4000000.0,$,2008,300.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,9800000.0,$,2012,194.000 Km,Escobar - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv,10000000.0,$,2012,114.000 Km,Merlo - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,6500.0,US$,2012,90.000 Km,Vicente López - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,5500000.0,$,2006,195.000 Km,Campana - Buenos Aires Interior
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,9700000.0,$,2013,147.000 Km,Ituzaingó - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,6900000.0,$,2006,160.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,10500000.0,$,2012,116.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power 83cv,9500000.0,$,2012,144.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 701,7499000.0,$,2011,170.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.0 Gl Mi Plus,4500000.0,$,1999,200.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,10500000.0,$,2013,114.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8850000.0,$,2012,146.350 Km,Morón - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 Plus Mi,4950000.0,$,1998,139.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv 5 P,10500000.0,$,2014,125.000 Km,Tigre - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,7500.0,US$,2012,82.900 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,8900000.0,$,2012,114.000 Km,Merlo - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,7200000.0,$,2013,186.000 Km,Hurlingham - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,10300000.0,$,2013,173.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,5500000.0,$,2006,120.000 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,8000000.0,$,2008,164.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 5p,9800000.0,$,2012,122.000 Km,Vicente López - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,5100.0,US$,2006,115.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,7850000.0,$,2011,130.000 Km,Escobar - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv 5 P,11000000.0,$,2014,112.000 Km,San Isidro - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 701,8000000.0,$,2010,177.000 Km,General Rodríguez - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 Gl Mi,6300000.0,$,1997,146.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,8900000.0,$,2013,169.000 Km,Ituzaingó - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol Gol Trend Confort,7990.0,US$,2012,144.985 Km,Morón - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,6500000.0,$,2007,168.500 Km,San Isidro - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 Mi Deejay,6400.0,US$,2003,30.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 Gl Mi,6000000.0,$,1999,195.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,5800.0,US$,2012,140.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8500000.0,$,2012,180.000 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 5p Trendline 13,8500000.0,$,2012,169.861 Km,Moreno - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Comfortline 60a,8500000.0,$,2009,239.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8500000.0,$,2012,143.000 Km,Hurlingham - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.9 Sd Power 701,8600000.0,$,2007,145.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,9500000.0,$,2012,180.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,6200000.0,$,2011,145.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.9 Sd Comfortline 60a,5800.0,US$,2004,185.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,9500000.0,$,2011,121.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol G3 1.6,5500.0,US$,2004,179.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.9 Sd Comfortline 60a,5000000.0,$,2004,170.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8000000.0,$,2011,115.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 Gli,7000.0,US$,1997,150.000 Km,Berazategui - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Look 70l,6000000.0,$,2008,242.000 Km,Del Viso - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8400000.0,$,2011,124.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 Sportline,15000000.0,$,2016,78.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol Gol Trend 1.6 101 Cv Automático,18100000.0,$,2020,49.900 Km,Moreno - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,8500000.0,$,2008,120.000 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,8000.0,US$,2014,130.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,7700000.0,$,2011,176.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8900000.0,$,2012,162.000 Km,San Fernando - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601,4900.0,US$,2008,214.000 Km,Avellaneda - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 Trend Trendline 5p L16,17400000.0,$,2020,71.619 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Trendline Plus,7500.0,US$,2010,212.000 Km,Tigre - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8500000.0,$,2012,124.000 Km,Hurlingham - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power,9180000.0,$,2012,61.080 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,7900000.0,$,2011,157.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 I Comfortline 70a,6500000.0,$,2010,206.300 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 601,8500000.0,$,2008,180.000 Km,Tigre - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601,4500000.0,$,2009,149.000 Km,Berazategui - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8700.0,US$,2013,93.000 Km,Ituzaingó - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,8888000.0,$,2011,132.400 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power 3p 83cv,12000000.0,$,2014,117.000 Km,Pilar - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.9 Sd Dublin Dh Aa Pack,4500000.0,$,1999,250.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 601,7500000.0,$,2007,169.000 Km,San Isidro - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Comfortline 60a,8000000.0,$,2008,252.515 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 701,6000.0,US$,2009,160.000 Km,Avellaneda - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 Mi Deejay,5200000.0,$,2004,108.000 Km,La Plata - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Trendline 60b,7200000.0,$,2008,180.000 Km,Escobar - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv,7800000.0,$,2012,143.000 Km,Avellaneda - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9900000.0,$,2012,112.000 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv,9100000.0,$,2012,197.000 Km,La Plata - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,7500.0,US$,2013,114.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol Gol 1.6 Sedan 3 Ptas,4500000.0,$,2008,417.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol Gol Power 1.6,8490000.0,$,2007,125.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,9190000.0,$,2012,116.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol Gol 1.6,7500000.0,$,2008,187.000 Km,Castelar - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,12950000.0,$,2012,56.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,6450.0,US$,2013,150.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8500000.0,$,2012,70.500 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6,5999999.0,$,2007,147.000 Km,Vicente López - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 L,10500000.0,$,2011,41.000 Km,San Isidro - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,7500000.0,$,2011,175.000 Km,Vicente López - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9500000.0,$,2013,120.000 Km,Berazategui - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 Mi Dublin Dh Aa,5500000.0,$,2001,176.000 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,9500000.0,$,2013,64.000 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,10900000.0,$,2013,133.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 I Power 601 3 P,5900000.0,$,2006,95.000 Km,Morón - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,7500000.0,$,2008,151.000 Km,Esteban Echeverría - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 I Power 701,6600.0,US$,2011,131.500 Km,Morón - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,9500000.0,$,2012,149.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 Gli Aa Dh Ll,8500.0,US$,1996,80.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9000000.0,$,2011,150.000 Km,San Isidro - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 Trendline,6499000.0,$,2004,187.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,6800000.0,$,2011,194.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,9000000.0,$,2012,180.000 Km,San Miguel - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,7300.0,US$,2012,118.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 Trendline,4600000.0,$,2004,175.000 Km,Quilmes - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,6000.0,US$,2013,173.000 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,10300000.0,$,2008,188.100 Km,Escobar - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power Ps+ac 83cv,8500000.0,$,2012,140.000 Km,Morón - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,7500000.0,$,2008,128.000 Km,Castelar - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,9500000.0,$,2013,179.000 Km,Moreno - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,9200000.0,$,2013,120.000 Km,Avellaneda - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol 1.6 Trendline,15500.0,US$,2021,68.000 Km,Merlo - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,5600.0,US$,2008,128.350 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 Sedan 5 Puertas,6250.0,US$,2006,76.500 Km,Vicente López - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 Gld,7000000.0,$,1999,73.000 Km,San Fernando - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.9 Sd Trendline 60b,6900000.0,$,2007,130.000 Km,Castelar - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,5700000.0,$,2007,415.000 Km,José C. Paz - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv 3 P,9999900.0,$,2013,123.693 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 I Comfortline 70a,5800.0,US$,2009,150.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
VW Gol,Volkswagen Gol Gol Trend Trendline 1.6 Gas 101cv Mq,21900000.0,$,2021,31.500 Km,La Matanza - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.6 I Power 601,5300.0,US$,2006,171.000 Km,General San Martín - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601,8300000.0,$,2008,134.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 Power 83cv,7900000.0,$,2012,160.000 Km,Tres De Febrero - Bs.As. G.B.A. Oeste
VW Gol,Volkswagen Gol 1.4 Power 83cv,10500000.0,$,2013,160.000 Km,Tigre - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.4 Power 83cv 5 P,8000000.0,$,2012,134.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.6 Tipo Sedan 5puertas,6000000.0,$,2006,320.000 Km,Tigre - Bs.As. G.B.A. Norte
VW Gol,Volkswagen Gol 1.6 I Power 601,8400000.0,$,2008,98.000 Km,Capital Federal - Capital Federal
VW Gol,Volkswagen Gol 1.4 L,8500000.0,$,2011,190.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta Titanium Mt,15800000.0,$,2018,116.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Edge Plus,7800000.0,$,2004,180.000 Km,Morón - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6l Titanium,15500.0,US$,2017,51.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Max One Energy,10000000.0,$,2011,175.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 One Edge Plus 98cv,7500.0,US$,2013,113.500 Km,Vicente López - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 S,8800.0,US$,2015,145.000 Km,San Isidro - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Plus,14500.0,US$,2019,99.000 Km,Berazategui - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.6 Edge Plus Mp3,11500000.0,$,2008,114.652 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Edge Plus Mp3,9500000.0,$,2012,118.300 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.6 Titanium 120cv,15500000.0,$,2017,140.000 Km,Pilar - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ambiente Mp3,8700000.0,$,2009,121.800 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Edge Plus Mp3,8100000.0,$,2009,123.900 Km,Morón - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6 Ambiente Plus,8160000.0,$,2011,161.218 Km,Tigre - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ambiente,12000.0,US$,2016,108.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Se Plus,12500.0,US$,2017,95.000 Km,Vicente López - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta Se Plus Powershift,15400000.0,$,2015,103.000 Km,Caseros - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6 Ambien. Plus,11500.0,US$,2018,90.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6,17600000.0,$,2015,131.575 Km,La Plata - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.6 Edge Plus,6800.0,US$,2006,185.000 Km,Lomas De Zamora - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.8 Lx D,5200000.0,$,2000,260.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Se Plus,8800.0,US$,2014,160.000 Km,San Isidro - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ls,11500.0,US$,2017,98.000 Km,Tigre - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ambiente,6500000.0,$,2004,260.000 Km,Malvinas Argentinas - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ambien. Plus,3500.0,US$,2004,157.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta Edge Plus Automático,9300000.0,$,2007,166.000 Km,Vicente López - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Max Ambiente Mp3,7990000.0,$,2010,180.000 Km,Lanús - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.6l Se 120cv,11000000.0,$,2014,171.000 Km,Pilar - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ambiente Mp3,6900000.0,$,2007,195.500 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Edge,7000.0,US$,2003,160.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Max Ambiente,7900000.0,$,2007,240.000 Km,Morón - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6 Ambiente,6000.0,US$,2006,140.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6l Se,15500000.0,$,2016,85.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta Kinetic 1.6 Se Powershift 120cv,11900.0,US$,2017,145.000 Km,Escobar - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 One Ambiente Plus 98cv,9200000.0,$,2013,142.500 Km,La Matanza - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6l Titanium Powershift,12490000.0,$,2014,128.000 Km,Lanús - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.6 Ambiente Mp3,7500000.0,$,2008,197.000 Km,Quilmes - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta Titanium 1.6 4p Powershif,13200.0,US$,2018,76.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.6 Se,14000.0,US$,2018,79.923 Km,Pilar - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 Ambiente,6700000.0,$,2004,213.000 Km,General San Martín - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta Kinetic 1.6,14000000.0,$,2015,150.000 Km,Campana - Buenos Aires Interior
Ford Fiesta,Ford Fiesta 1.3 Lx,5800000.0,$,1999,79.000 Km,La Matanza - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta Titanium,14000.0,US$,2015,170.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 One Ambiente Plus 98cv,6300.0,US$,2013,126.700 Km,Capital Federal - Capital Federal
Ford Fiesta,"Ford Fiesta 1,6 S Plus",13290000.0,$,2015,93.974 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6l Titanium,13900.0,US$,2018,72.000 Km,Castelar - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6 Se,14800000.0,$,2017,167.551 Km,La Plata - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta L S Plus 1.6,17500000.0,$,2018,105.000 Km,Vicente López - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6l Se,15000000.0,$,2015,130.000 Km,Almirante Brown - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta Fiesta 1.6,10500000.0,$,2013,93.000 Km,Moreno - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6 Max One Ambiente Plus,8260000.0,$,2011,154.000 Km,Pilar - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 S Plus,151170341.0,$,2017,104.700 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 One Edge Plus 98cv,9000.0,US$,2014,180.000 Km,Lanús - Bs.As. G.B.A. Sur
Ford Fiesta,Ford Fiesta 1.4 Max Tdci Ambiente,7000000.0,$,2008,254.000 Km,La Matanza - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta Se Aut,15490.0,US$,2018,78.000 Km,Ituzaingó - Bs.As. G.B.A. Oeste
Ford Fiesta,Ford Fiesta 1.6 Se,11500.0,US$,2017,105.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 S Plus,13290000.0,$,2015,93.974 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta Se Plus,10500.0,US$,2015,128.000 Km,Tigre - Bs.As. G.B.A. Norte
Ford Fiesta,Ford Fiesta 1.6 One Ambiente Plus 98cv,9800000.0,$,2013,114.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 Ambiente,8000000.0,$,2003,103.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6l Se Plus Powershift,11300.0,US$,2013,106.000 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 S Plus,15000000.0,$,2015,12.800 Km,Capital Federal - Capital Federal
Ford Fiesta,Ford Fiesta 1.6 5p Titanium (kd),13000000.0,$,2013,110.000 Km,Vicente López - Bs.As. G.B.A. Norte
